Time,LDR1,LDR2,LDR3,LDR4,Horizontal_Angle(Azimuth),Vertical_Angle(Elevation),Voltage,Current
17/06/2024 23:00,44,807,923,255,134,36,1.61,1.72
17/06/2024 23:30,252,85,118,936,68,166,5.23,0.17
18/06/2024 0:00,738,848,729,674,114,58,5.53,1.14
18/06/2024 0:30,321,107,291,827,155,40,9.88,1.29
18/06/2024 1:00,903,898,680,952,146,58,0.48,0.69
18/06/2024 1:30,134,651,648,759,96,74,10.63,1.50
18/06/2024 2:00,344,46,551,564,112,148,2.56,0.49
18/06/2024 2:30,962,458,719,702,102,88,4.18,0.53
18/06/2024 3:00,110,285,266,566,63,126,10.27,0.26
18/06/2024 3:30,89,722,21,725,65,52,1.62,0.50
18/06/2024 4:00,787,481,655,622,166,171,6.91,1.67
18/06/2024 4:30,530,684,964,703,134,95,7.57,0.71
18/06/2024 5:00,602,129,132,580,154,107,6.13,0.78
18/06/2024 5:30,880,360,128,805,121,140,7.76,0.23
18/06/2024 6:00,703,321,643,217,73,146,8.73,1.30
18/06/2024 6:30,907,267,513,565,131,157,0.22,0.35
18/06/2024 7:00,961,861,915,701,43,171,11.17,0.92
18/06/2024 7:30,373,299,26,99,157,106,11.02,1.24
18/06/2024 8:00,9,413,698,364,162,175,6.39,1.79
18/06/2024 8:30,707,423,698,959,91,84,5.70,1.25
18/06/2024 9:00,972,564,968,212,58,134,9.77,1.88
18/06/2024 9:30,185,668,205,549,108,35,2.39,0.44
18/06/2024 10:00,865,946,512,140,166,62,8.18,0.32
18/06/2024 10:30,78,269,867,143,15,21,9.97,0.51
18/06/2024 11:00,68,666,470,707,9,88,2.41,1.61
18/06/2024 11:30,763,112,281,395,68,155,5.79,0.36
18/06/2024 12:00,531,164,371,900,25,51,3.68,0.77
18/06/2024 12:30,491,520,226,141,79,140,6.34,1.53
18/06/2024 13:00,874,462,416,309,171,90,5.91,0.75
18/06/2024 13:30,97,885,307,26,95,150,1.61,1.93
18/06/2024 14:00,738,494,866,624,171,96,0.71,0.44
18/06/2024 14:30,715,750,796,660,162,127,8.65,1.64
18/06/2024 15:00,998,918,781,371,121,86,10.80,0.74
18/06/2024 15:30,594,137,338,721,97,57,2.97,1.28
18/06/2024 16:00,238,141,730,480,6,171,2.23,1.92
18/06/2024 16:30,363,796,474,978,24,6,7.59,0.85
18/06/2024 17:00,815,676,156,422,67,17,9.84,0.88
18/06/2024 17:30,140,506,562,380,79,162,9.41,0.85
18/06/2024 18:00,424,321,408,105,22,164,9.38,1.44
18/06/2024 18:30,379,651,166,322,80,141,3.20,1.49
18/06/2024 19:00,367,690,465,792,178,51,8.83,1.75
18/06/2024 19:30,890,863,932,199,99,126,6.48,0.59
18/06/2024 20:00,271,238,931,430,95,49,5.10,0.15
18/06/2024 20:30,931,242,11,599,118,148,10.86,1.06
18/06/2024 21:00,572,103,767,707,111,142,1.78,0.99
18/06/2024 21:30,385,794,325,437,148,0,5.79,1.69
18/06/2024 22:00,610,902,872,451,46,125,7.06,0.30
18/06/2024 22:30,403,129,591,679,32,34,0.25,1.56
18/06/2024 23:00,594,473,898,488,114,101,2.20,1.89
18/06/2024 23:30,576,682,561,874,10,145,4.32,1.18
19/06/2024 0:00,161,373,588,514,162,45,6.85,1.73
19/06/2024 0:30,904,740,596,98,72,2,5.43,1.92
19/06/2024 1:00,715,584,614,0,106,82,1.44,1.95
19/06/2024 1:30,930,432,152,538,22,48,0.11,1.23
19/06/2024 2:00,120,395,704,698,119,0,4.34,1.35
19/06/2024 2:30,824,848,748,90,166,179,6.87,0.45
19/06/2024 3:00,602,636,351,994,0,35,7.41,0.10
19/06/2024 3:30,768,654,1023,868,104,6,5.69,0.94
19/06/2024 4:00,726,424,879,208,154,46,3.85,1.69
19/06/2024 4:30,535,832,952,64,16,158,2.93,1.96
19/06/2024 5:00,1002,863,39,281,155,11,0.77,1.12
19/06/2024 5:30,878,848,677,185,144,91,11.44,1.80
19/06/2024 6:00,189,122,91,385,127,166,4.18,0.05
19/06/2024 6:30,262,1001,370,697,92,141,5.47,1.13
19/06/2024 7:00,697,62,289,968,105,148,5.80,1.10
19/06/2024 7:30,556,202,708,599,133,114,10.12,1.35
19/06/2024 8:00,242,717,812,594,132,65,1.98,1.12
19/06/2024 8:30,958,974,631,979,152,131,0.50,1.55
19/06/2024 9:00,590,803,424,763,83,138,0.33,0.85
19/06/2024 9:30,287,664,360,45,121,22,3.78,1.44
19/06/2024 10:00,670,691,538,46,107,58,4.52,0.53
19/06/2024 10:30,11,700,519,749,85,108,8.33,1.02
19/06/2024 11:00,126,606,475,993,39,114,8.91,1.23
19/06/2024 11:30,258,782,243,351,127,45,1.52,1.92
19/06/2024 12:00,456,688,351,305,161,84,0.41,1.65
19/06/2024 12:30,589,982,750,684,92,166,0.03,1.65
19/06/2024 13:00,194,895,85,558,51,148,5.55,0.60
19/06/2024 13:30,219,181,542,510,120,2,5.83,0.58
19/06/2024 14:00,569,14,519,96,152,160,4.21,1.85
19/06/2024 14:30,523,732,825,849,9,177,9.64,0.34
19/06/2024 15:00,211,983,551,257,63,163,8.68,0.67
19/06/2024 15:30,791,75,980,638,25,78,9.45,0.50
19/06/2024 16:00,752,451,660,350,62,1,10.15,1.92
19/06/2024 16:30,695,396,680,902,14,126,10.07,0.95
19/06/2024 17:00,996,572,153,497,142,54,8.55,0.34
19/06/2024 17:30,513,253,899,512,133,1,9.92,1.90
19/06/2024 18:00,490,760,201,275,130,164,1.73,1.19
19/06/2024 18:30,336,848,303,1,72,129,3.91,0.66
19/06/2024 19:00,419,221,1007,853,98,148,11.22,0.69
19/06/2024 19:30,262,960,422,392,9,2,2.97,0.89
19/06/2024 20:00,635,505,889,870,8,70,6.28,0.79
19/06/2024 20:30,939,252,737,424,97,21,3.41,0.80
19/06/2024 21:00,657,187,338,797,0,147,7.84,1.56
19/06/2024 21:30,586,239,914,604,57,79,3.89,0.17
19/06/2024 22:00,736,611,525,861,120,30,11.50,1.57
19/06/2024 22:30,386,945,1013,980,118,31,9.40,0.06
19/06/2024 23:00,742,697,854,822,22,50,1.56,1.31
19/06/2024 23:30,84,13,565,636,150,7,6.48,0.13
20/06/2024 0:00,258,205,327,125,110,98,11.90,1.81
20/06/2024 0:30,582,570,293,324,35,113,1.61,1.60
20/06/2024 1:00,548,333,831,812,119,126,2.05,0.38
20/06/2024 1:30,539,910,314,433,129,180,3.34,1.73
20/06/2024 2:00,352,91,768,474,109,86,8.38,1.89
20/06/2024 2:30,21,753,259,483,130,127,0.79,1.88
20/06/2024 3:00,312,717,723,631,34,59,9.16,0.34
20/06/2024 3:30,77,473,107,333,155,114,5.38,1.45
20/06/2024 4:00,573,194,920,677,77,45,5.83,1.26
20/06/2024 4:30,615,694,445,888,171,30,10.38,0.99
20/06/2024 5:00,106,324,910,522,83,150,5.06,0.71
20/06/2024 5:30,651,518,371,772,116,55,7.64,0.16
20/06/2024 6:00,634,230,41,686,160,82,0.77,0.46
20/06/2024 6:30,869,68,680,158,24,42,3.80,1.02
20/06/2024 7:00,715,421,619,400,167,23,8.99,0.13
20/06/2024 7:30,472,841,979,754,120,99,9.22,0.81
20/06/2024 8:00,804,527,381,1023,13,86,2.92,1.11
20/06/2024 8:30,56,494,451,604,1,52,5.85,1.04
20/06/2024 9:00,966,464,166,362,55,13,7.63,0.04
20/06/2024 9:30,978,794,283,213,106,78,0.27,0.89
20/06/2024 10:00,962,301,862,3,142,60,1.43,0.34
20/06/2024 10:30,56,910,866,659,129,4,9.35,0.73
20/06/2024 11:00,914,482,1,999,113,175,7.81,0.56
20/06/2024 11:30,545,511,828,456,39,167,6.79,0.85
20/06/2024 12:00,1023,527,754,22,42,90,5.10,0.75
20/06/2024 12:30,649,643,39,982,148,40,2.08,0.48
20/06/2024 13:00,180,846,1002,346,33,9,4.05,0.06
20/06/2024 13:30,595,771,510,222,0,143,2.99,1.18
20/06/2024 14:00,251,134,59,860,109,31,6.24,0.14
20/06/2024 14:30,634,121,272,385,61,49,9.20,0.89
20/06/2024 15:00,646,973,138,616,18,37,3.91,0.08
20/06/2024 15:30,519,52,858,529,9,106,10.16,0.35
20/06/2024 16:00,930,410,156,906,163,94,6.78,1.48
20/06/2024 16:30,549,514,227,1008,58,21,2.01,0.49
20/06/2024 17:00,53,257,108,869,49,128,9.02,0.65
20/06/2024 17:30,238,208,949,189,42,155,2.89,0.81
20/06/2024 18:00,929,565,504,640,149,179,7.25,0.19
20/06/2024 18:30,442,794,901,410,108,171,8.89,0.63
20/06/2024 19:00,60,579,86,789,152,59,0.76,1.37
20/06/2024 19:30,533,573,494,454,62,32,6.33,1.30
20/06/2024 20:00,466,761,763,662,63,46,0.32,1.21
20/06/2024 20:30,87,737,602,819,160,130,5.95,0.28
20/06/2024 21:00,908,796,601,180,118,111,4.23,0.83
20/06/2024 21:30,124,450,788,866,136,56,3.22,1.30
20/06/2024 22:00,115,472,210,980,48,167,3.84,0.45
20/06/2024 22:30,868,427,202,517,50,81,3.70,1.25
20/06/2024 23:00,680,885,112,252,123,40,11.19,0.60
20/06/2024 23:30,825,56,54,805,50,112,7.92,1.52
21/06/2024 0:00,431,327,216,11,172,16,3.06,1.82
21/06/2024 0:30,963,268,408,672,152,152,4.67,0.97
21/06/2024 1:00,359,279,332,887,145,28,10.85,0.58
21/06/2024 1:30,689,215,689,659,59,135,10.86,1.37
21/06/2024 2:00,775,652,125,367,50,83,8.79,0.17
21/06/2024 2:30,190,299,888,304,53,110,3.12,1.33
21/06/2024 3:00,554,39,65,866,37,34,1.89,1.98
21/06/2024 3:30,991,102,79,358,139,48,9.39,1.81
21/06/2024 4:00,809,235,982,837,15,46,1.79,1.09
21/06/2024 4:30,749,471,177,156,98,154,7.86,1.52
21/06/2024 5:00,171,279,414,694,98,59,2.01,0.09
21/06/2024 5:30,485,990,163,591,64,127,11.69,1.40
21/06/2024 6:00,259,241,131,904,102,149,5.13,0.65
21/06/2024 6:30,660,948,162,272,0,90,6.65,1.07
21/06/2024 7:00,183,799,269,936,96,8,0.54,1.91
21/06/2024 7:30,778,183,981,604,78,60,6.22,0.39
21/06/2024 8:00,280,260,902,584,164,128,0.11,1.45
21/06/2024 8:30,925,857,682,87,52,128,4.30,0.64
21/06/2024 9:00,704,924,329,728,2,38,3.50,0.32
21/06/2024 9:30,430,534,243,814,19,179,5.69,1.11
21/06/2024 10:00,747,409,879,431,87,91,2.89,0.82
21/06/2024 10:30,980,650,875,909,174,25,8.76,1.07
21/06/2024 11:00,433,550,952,301,175,34,3.24,0.12
21/06/2024 11:30,634,193,29,835,109,2,10.27,1.17
21/06/2024 12:00,190,879,621,1014,151,65,9.88,0.49
21/06/2024 12:30,308,48,340,862,161,135,6.13,0.98
21/06/2024 13:00,523,659,991,721,149,51,4.98,0.78
21/06/2024 13:30,235,31,762,18,23,97,8.18,0.32
21/06/2024 14:00,518,849,484,113,148,86,6.93,1.87
21/06/2024 14:30,118,117,461,165,154,68,9.90,0.82
21/06/2024 15:00,532,242,284,49,59,35,2.45,0.81
21/06/2024 15:30,331,430,28,979,46,78,11.64,1.43
21/06/2024 16:00,16,489,7,220,156,60,8.53,0.35
21/06/2024 16:30,818,590,426,914,155,6,1.48,0.54
21/06/2024 17:00,279,311,740,729,160,60,7.05,0.12
21/06/2024 17:30,642,774,351,534,116,161,2.98,1.14
21/06/2024 18:00,849,162,97,336,77,74,0.49,1.17
21/06/2024 18:30,412,679,655,564,159,24,6.69,0.80
21/06/2024 19:00,844,354,93,115,167,151,0.07,1.83
21/06/2024 19:30,687,713,583,183,43,107,10.30,0.82
21/06/2024 20:00,8,439,872,356,126,168,2.71,0.98
21/06/2024 20:30,765,190,895,756,62,150,9.95,1.54
21/06/2024 21:00,624,860,68,932,42,125,0.76,0.46
21/06/2024 21:30,451,803,440,38,78,106,1.09,1.05
21/06/2024 22:00,213,190,295,154,161,139,7.26,1.92
21/06/2024 22:30,685,993,46,331,35,18,9.67,0.38
21/06/2024 23:00,176,625,763,553,75,153,8.61,0.05
21/06/2024 23:30,305,838,494,964,28,8,8.97,1.61
22/06/2024 0:00,174,311,860,273,21,44,10.06,1.54
22/06/2024 0:30,393,151,904,819,69,125,8.04,1.37
22/06/2024 1:00,884,184,145,236,69,123,8.49,0.84
22/06/2024 1:30,418,825,443,828,18,113,9.08,1.18
22/06/2024 2:00,648,6,363,913,127,170,11.94,1.21
22/06/2024 2:30,818,573,166,354,65,151,6.89,0.40
22/06/2024 3:00,501,915,993,513,106,161,10.38,0.18
22/06/2024 3:30,812,779,434,1008,121,107,2.75,1.96
22/06/2024 4:00,340,1012,545,577,34,104,4.34,1.93
22/06/2024 4:30,289,772,52,231,2,77,2.29,0.37
22/06/2024 5:00,433,76,591,492,84,32,7.06,0.21
22/06/2024 5:30,392,1002,353,639,37,104,4.51,0.18
22/06/2024 6:00,412,376,906,821,52,19,7.22,1.66
22/06/2024 6:30,695,743,207,451,73,169,11.77,0.70
22/06/2024 7:00,421,535,618,34,155,165,6.89,1.36
22/06/2024 7:30,1014,42,843,692,110,105,2.12,0.69
22/06/2024 8:00,143,430,110,538,150,130,10.43,0.45
22/06/2024 8:30,248,489,940,150,43,166,7.58,1.35
22/06/2024 9:00,609,543,27,645,160,112,6.81,1.51
22/06/2024 9:30,475,950,927,182,63,86,2.68,1.86
22/06/2024 10:00,265,363,673,511,15,176,7.56,0.38
22/06/2024 10:30,527,600,659,550,59,163,8.83,0.99
22/06/2024 11:00,757,532,787,392,34,80,1.14,0.42
22/06/2024 11:30,933,476,403,19,149,145,1.22,1.52
22/06/2024 12:00,537,464,717,213,169,175,3.64,1.26
22/06/2024 12:30,495,383,666,266,51,31,5.13,0.49
22/06/2024 13:00,830,759,894,373,126,94,5.26,0.73
22/06/2024 13:30,479,694,272,966,138,19,1.16,1.65
22/06/2024 14:00,65,248,338,654,169,137,2.91,1.77
22/06/2024 14:30,428,425,681,373,121,11,6.88,0.87
22/06/2024 15:00,287,721,610,650,107,172,1.51,1.73
22/06/2024 15:30,946,335,1005,935,135,49,8.28,0.35
22/06/2024 16:00,871,704,590,938,89,88,0.93,1.81
22/06/2024 16:30,427,561,247,270,72,72,2.91,1.07
22/06/2024 17:00,821,157,4,1002,68,14,8.50,1.71
22/06/2024 17:30,679,330,329,413,67,106,5.81,1.59
22/06/2024 18:00,447,127,917,69,146,146,5.66,0.71
22/06/2024 18:30,755,468,178,81,180,125,5.97,0.82
22/06/2024 19:00,18,160,254,846,33,168,8.36,0.62
22/06/2024 19:30,792,398,92,132,16,39,8.92,0.39
22/06/2024 20:00,670,263,920,153,72,175,10.57,1.37
22/06/2024 20:30,630,712,503,83,43,175,8.06,0.61
22/06/2024 21:00,258,335,815,263,173,97,4.46,1.30
22/06/2024 21:30,293,637,857,614,32,116,11.49,0.66
22/06/2024 22:00,136,486,839,928,102,116,2.85,0.39
22/06/2024 22:30,87,830,780,960,0,110,7.10,0.99
22/06/2024 23:00,149,462,160,576,22,114,11.42,1.73
22/06/2024 23:30,561,410,536,438,106,153,5.24,0.95
23/06/2024 0:00,372,331,421,36,70,174,0.54,0.08
23/06/2024 0:30,295,897,276,804,150,51,8.76,0.25
23/06/2024 1:00,503,263,122,4,88,172,4.38,0.86
23/06/2024 1:30,752,44,1022,912,48,120,6.93,1.55
23/06/2024 2:00,286,322,982,743,25,37,3.73,0.02
23/06/2024 2:30,990,928,929,264,162,20,10.15,1.97
23/06/2024 3:00,130,377,360,786,160,143,1.94,0.91
23/06/2024 3:30,112,74,299,732,117,46,2.40,0.54
23/06/2024 4:00,374,964,692,378,98,33,1.51,0.78
23/06/2024 4:30,955,534,849,550,31,180,5.57,1.63
23/06/2024 5:00,23,290,1019,311,79,72,9.81,0.24
23/06/2024 5:30,345,561,479,813,41,43,9.03,1.09
23/06/2024 6:00,513,1013,200,744,139,118,10.29,1.89
23/06/2024 6:30,601,542,655,561,110,56,10.45,0.44
23/06/2024 7:00,847,187,90,808,75,24,10.91,1.69
23/06/2024 7:30,932,313,403,376,162,155,8.45,0.80
23/06/2024 8:00,467,287,57,150,42,76,4.08,0.54
23/06/2024 8:30,809,966,817,950,44,102,11.47,1.23
23/06/2024 9:00,598,600,416,616,166,114,3.68,0.70
23/06/2024 9:30,391,762,248,168,43,25,9.45,1.66
23/06/2024 10:00,343,306,220,483,166,11,0.42,0.59
23/06/2024 10:30,732,883,987,564,165,123,6.06,1.73
23/06/2024 11:00,404,784,715,328,155,118,4.44,0.93
23/06/2024 11:30,913,865,692,504,177,133,2.71,1.60
23/06/2024 12:00,421,78,245,307,159,124,10.02,1.08
23/06/2024 12:30,486,564,593,251,168,153,2.66,1.04
23/06/2024 13:00,648,93,964,623,109,25,0.60,0.56
23/06/2024 13:30,558,252,382,278,8,12,8.57,0.49
23/06/2024 14:00,885,858,682,158,114,86,1.67,1.63
23/06/2024 14:30,842,671,272,807,148,12,5.24,1.95
23/06/2024 15:00,383,60,792,943,134,110,0.45,0.34
23/06/2024 15:30,436,969,940,841,139,21,6.72,1.69
23/06/2024 16:00,827,970,367,265,129,29,1.93,0.95
23/06/2024 16:30,860,976,528,887,153,88,0.93,1.77
23/06/2024 17:00,522,613,114,995,144,135,5.00,0.62
23/06/2024 17:30,502,107,402,864,44,101,4.48,0.97
23/06/2024 18:00,205,788,860,893,104,157,4.93,1.03
23/06/2024 18:30,731,896,340,285,42,36,9.50,1.67
23/06/2024 19:00,679,383,588,224,177,56,10.21,0.33
23/06/2024 19:30,116,627,597,84,131,55,9.42,1.25
23/06/2024 20:00,269,432,950,918,7,72,0.27,1.00
23/06/2024 20:30,799,631,536,772,71,150,2.78,0.13
23/06/2024 21:00,212,254,558,925,147,94,3.60,1.31
23/06/2024 21:30,760,997,105,592,171,170,3.59,1.61
23/06/2024 22:00,83,108,370,970,108,65,1.12,0.52
23/06/2024 22:30,642,572,383,876,170,41,1.50,0.35
23/06/2024 23:00,12,295,656,316,95,20,9.02,0.53
23/06/2024 23:30,189,365,978,458,137,73,4.43,1.40
24/06/2024 0:00,342,499,605,360,16,139,6.37,1.69
24/06/2024 0:30,810,209,20,895,137,46,5.33,1.91
24/06/2024 1:00,409,923,875,634,4,125,7.78,0.15
24/06/2024 1:30,851,663,586,924,56,16,8.95,0.08
24/06/2024 2:00,665,1001,605,619,39,170,6.74,1.60
24/06/2024 2:30,37,520,784,153,86,166,11.16,1.48
24/06/2024 3:00,880,705,372,639,55,131,6.14,1.90
24/06/2024 3:30,426,903,535,234,51,41,11.03,0.38
24/06/2024 4:00,380,1019,624,265,156,155,5.74,0.79
24/06/2024 4:30,151,415,737,612,170,34,11.62,1.27
24/06/2024 5:00,109,646,713,665,37,54,4.77,1.47
24/06/2024 5:30,640,813,324,282,85,57,8.07,1.29
24/06/2024 6:00,736,218,1018,794,104,175,1.09,1.40
24/06/2024 6:30,481,946,268,373,127,36,8.16,1.22
24/06/2024 7:00,611,400,487,189,123,8,3.86,0.87
24/06/2024 7:30,323,501,677,733,113,81,8.17,1.54
24/06/2024 8:00,483,574,514,732,75,145,7.69,0.21
24/06/2024 8:30,451,256,1020,656,117,79,0.45,1.16
24/06/2024 9:00,243,923,444,214,178,130,5.18,1.28
24/06/2024 9:30,847,111,214,563,95,101,3.33,1.64
24/06/2024 10:00,436,909,716,946,101,54,3.25,1.80
24/06/2024 10:30,220,304,903,373,161,142,11.22,1.31
24/06/2024 11:00,863,386,136,560,76,30,2.74,1.73
24/06/2024 11:30,344,352,413,964,136,83,9.42,1.17
24/06/2024 12:00,754,435,989,349,96,91,0.51,1.22
24/06/2024 12:30,900,449,363,957,155,108,3.19,0.06
24/06/2024 13:00,235,470,325,354,144,124,10.06,1.63
24/06/2024 13:30,696,125,960,859,54,174,10.53,1.16
24/06/2024 14:00,285,609,568,925,43,176,6.71,0.74
24/06/2024 14:30,22,143,10,420,123,118,0.53,0.20
24/06/2024 15:00,323,375,678,883,148,131,1.17,0.09
24/06/2024 15:30,939,35,419,89,134,149,7.65,1.27
24/06/2024 16:00,330,653,946,103,104,44,10.60,1.24
24/06/2024 16:30,1021,346,783,170,53,180,3.28,1.81
24/06/2024 17:00,92,40,525,200,95,10,6.93,0.90
24/06/2024 17:30,338,887,530,772,126,64,6.27,0.93
24/06/2024 18:00,864,503,973,114,166,104,8.01,0.59
24/06/2024 18:30,469,639,238,324,53,121,5.10,0.12
24/06/2024 19:00,149,37,553,700,40,142,2.66,0.51
24/06/2024 19:30,371,207,178,414,144,126,11.42,0.44
24/06/2024 20:00,563,821,868,114,115,127,5.53,1.94
24/06/2024 20:30,850,275,452,520,94,96,11.32,0.08
24/06/2024 21:00,31,680,259,889,57,83,2.78,1.34
24/06/2024 21:30,734,558,585,324,9,0,9.23,1.22
24/06/2024 22:00,802,236,82,437,126,141,0.21,1.22
24/06/2024 22:30,997,72,395,334,74,19,1.12,1.87
24/06/2024 23:00,737,230,179,852,55,173,7.07,0.97
24/06/2024 23:30,195,119,704,369,149,164,1.22,0.64
25/06/2024 0:00,936,1018,275,469,69,139,9.29,1.68
25/06/2024 0:30,252,964,635,986,29,130,9.00,1.97
25/06/2024 1:00,782,743,346,286,106,118,8.32,1.88
25/06/2024 1:30,444,1022,1004,514,7,178,8.88,1.25
25/06/2024 2:00,1019,154,695,873,11,6,7.41,1.38
25/06/2024 2:30,462,984,147,461,167,36,1.93,0.13
25/06/2024 3:00,591,41,852,844,177,87,10.35,1.67
25/06/2024 3:30,73,916,37,642,107,72,0.41,0.64
25/06/2024 4:00,500,556,811,698,39,19,8.12,1.62
25/06/2024 4:30,200,914,134,327,139,52,8.58,1.50
25/06/2024 5:00,380,822,643,128,83,67,2.55,0.61
25/06/2024 5:30,46,604,552,718,138,89,7.54,0.35
25/06/2024 6:00,915,980,24,351,174,68,0.31,1.77
25/06/2024 6:30,302,61,1002,402,24,95,5.66,0.27
25/06/2024 7:00,235,594,340,805,159,155,1.25,0.92
25/06/2024 7:30,235,295,522,258,43,104,11.19,0.04
25/06/2024 8:00,466,167,889,653,79,85,0.09,0.66
25/06/2024 8:30,247,88,62,233,98,78,5.71,1.96
25/06/2024 9:00,622,144,117,387,76,178,7.47,1.80
25/06/2024 9:30,721,867,500,306,28,158,9.38,1.73
25/06/2024 10:00,865,298,784,163,24,7,11.75,0.86
25/06/2024 10:30,119,455,977,309,38,106,0.43,1.66
25/06/2024 11:00,158,681,606,204,57,37,11.97,1.53
25/06/2024 11:30,750,937,403,689,125,79,3.04,1.84
25/06/2024 12:00,807,866,722,540,14,29,3.88,0.22
25/06/2024 12:30,629,747,997,228,148,74,5.20,1.02
25/06/2024 13:00,644,689,8,560,129,113,0.59,1.44
25/06/2024 13:30,489,738,617,183,51,53,6.69,1.25
25/06/2024 14:00,952,375,957,284,85,121,3.58,1.45
25/06/2024 14:30,786,597,395,363,128,136,8.06,0.28
25/06/2024 15:00,427,493,387,925,150,176,9.04,0.15
25/06/2024 15:30,258,33,901,794,3,159,2.41,1.96
25/06/2024 16:00,503,213,404,739,39,162,0.12,0.77
25/06/2024 16:30,713,58,150,670,41,49,4.88,1.10
25/06/2024 17:00,466,799,411,330,38,87,4.01,0.40
25/06/2024 17:30,623,577,906,514,141,17,8.59,0.73
25/06/2024 18:00,866,270,260,198,138,67,1.14,1.74
25/06/2024 18:30,908,502,72,530,86,110,8.06,0.45
25/06/2024 19:00,142,826,165,543,22,81,11.62,1.26
25/06/2024 19:30,138,327,794,19,29,161,1.11,1.42
25/06/2024 20:00,789,125,983,568,65,30,5.78,0.21
25/06/2024 20:30,110,608,903,502,146,143,4.70,1.52
25/06/2024 21:00,721,258,334,535,43,153,7.91,1.19
25/06/2024 21:30,988,82,351,340,111,122,11.37,0.44
25/06/2024 22:00,46,919,569,41,77,73,3.21,0.25
25/06/2024 22:30,31,481,754,154,0,27,9.92,1.38
25/06/2024 23:00,705,540,451,122,70,8,2.28,0.25
25/06/2024 23:30,487,304,591,801,163,172,7.99,1.13
26/06/2024 0:00,641,156,573,653,172,130,0.65,0.51
26/06/2024 0:30,672,968,508,27,75,79,1.56,0.45
26/06/2024 1:00,113,964,869,219,120,46,6.19,1.14
26/06/2024 1:30,708,992,871,352,95,17,2.58,1.24
26/06/2024 2:00,240,662,72,841,43,144,6.43,0.38
26/06/2024 2:30,782,451,166,216,167,110,6.19,1.28
26/06/2024 3:00,1023,934,85,751,54,51,7.31,0.04
26/06/2024 3:30,860,249,525,579,158,151,7.35,0.63
26/06/2024 4:00,363,498,252,628,73,46,6.21,1.51
26/06/2024 4:30,486,882,369,63,65,62,10.64,1.85
26/06/2024 5:00,878,214,535,589,162,23,10.88,0.21
26/06/2024 5:30,606,611,97,654,171,80,3.36,0.86
26/06/2024 6:00,586,662,652,406,151,167,4.70,0.17
26/06/2024 6:30,26,39,630,438,148,103,3.21,1.52
26/06/2024 7:00,797,477,488,91,72,120,0.72,0.97
26/06/2024 7:30,513,984,243,887,116,140,0.58,0.10
26/06/2024 8:00,556,934,929,474,143,147,4.29,1.23
26/06/2024 8:30,222,739,294,986,2,137,11.38,0.68
26/06/2024 9:00,434,942,655,236,27,136,6.58,0.05
26/06/2024 9:30,965,9,278,376,114,98,6.24,1.37
26/06/2024 10:00,908,864,1017,667,97,135,6.68,1.79
26/06/2024 10:30,653,804,661,722,106,161,5.67,1.73
26/06/2024 11:00,441,533,364,602,95,164,4.61,0.84
26/06/2024 11:30,542,813,89,996,108,60,11.02,1.37
26/06/2024 12:00,914,1003,622,586,169,109,10.35,0.53
26/06/2024 12:30,795,928,230,3,113,179,0.60,1.85
26/06/2024 13:00,902,400,294,536,67,115,1.21,1.29
26/06/2024 13:30,483,877,258,90,179,53,3.54,1.70
26/06/2024 14:00,268,762,1001,578,123,11,8.84,1.68
26/06/2024 14:30,901,312,216,523,27,176,9.35,0.31
26/06/2024 15:00,29,499,983,222,119,34,8.99,1.48
26/06/2024 15:30,751,953,1009,200,54,133,10.57,0.93
26/06/2024 16:00,670,865,475,847,147,149,6.15,1.03
26/06/2024 16:30,765,972,863,753,143,125,3.46,0.01
26/06/2024 17:00,434,821,842,91,108,161,10.12,1.58
26/06/2024 17:30,834,954,225,584,4,69,8.39,0.53
26/06/2024 18:00,523,847,514,562,47,4,5.53,1.88
26/06/2024 18:30,536,978,526,982,128,47,11.87,0.16
26/06/2024 19:00,965,783,490,803,165,34,5.82,0.30
26/06/2024 19:30,24,195,23,980,147,105,10.08,0.74
26/06/2024 20:00,855,305,997,437,138,171,7.45,1.65
26/06/2024 20:30,475,633,502,52,175,133,0.06,1.88
26/06/2024 21:00,132,742,643,760,2,64,3.44,0.15
26/06/2024 21:30,221,131,901,374,179,121,8.71,0.77
26/06/2024 22:00,520,916,287,364,106,25,5.26,0.74
26/06/2024 22:30,539,686,263,22,60,150,4.43,1.59
26/06/2024 23:00,457,929,609,794,17,39,8.24,1.31
26/06/2024 23:30,945,196,198,700,18,156,4.31,1.53
27/06/2024 0:00,523,390,815,814,98,13,9.69,0.04
27/06/2024 0:30,291,905,557,300,63,113,3.63,0.59
27/06/2024 1:00,579,731,222,271,154,137,6.63,0.91
27/06/2024 1:30,411,424,728,3,93,79,7.43,0.02
27/06/2024 2:00,479,686,949,228,44,130,5.84,0.07
27/06/2024 2:30,679,663,896,963,46,112,9.56,1.96
27/06/2024 3:00,801,567,413,950,63,155,2.80,1.12
27/06/2024 3:30,209,928,81,397,44,160,8.04,0.48
27/06/2024 4:00,918,397,617,920,3,43,4.89,0.51
27/06/2024 4:30,43,815,517,995,90,37,9.32,0.53
27/06/2024 5:00,531,871,496,1020,28,129,4.15,0.69
27/06/2024 5:30,1013,781,394,793,20,115,5.88,1.34
27/06/2024 6:00,337,694,58,579,6,128,11.78,1.86
27/06/2024 6:30,478,293,290,180,81,153,9.74,1.35
